metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1786705383.3794,anonymous,6411.4262803689,1779338760.5564,AS265858 NETDELSUR TELECOMUNICACIONES SPA,NETDELSUR TELECOMUNICACIONES SPA,Las Cabras,South America,SA,Chile,CL,,False,Netdelsur Telecomunicaciones SPA,-34.3,-71.3167,False,Netdelsur Telecomunicaciones SPA,True,O'Higgins Region,success,America/Santiago,,1786595943,1786705383.3794,999,http,45.225.206.248:999,False,12755.034685135,12457,51303,19.537327478043,45.225.206.248
True,1786705383.3413,transparent,5019.6271291238,1783278714.994,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Paris,Europe,EU,France,FR,,False,High Speed For Internet Services L.L.C,48.8575,2.35138,False,ipbnb,True,Île-de-France,success,Europe/Paris,75000,1786300478,1786705383.3413,8080,http,191.44.125.8:8080,False,8991.8003082275,8524,22725,27.277672885532,191.44.125.8
True,1786705336.2329,transparent,5527.5692774284,1786264319.9568,AS142393 PT Media Solusi Sukses,IDNIC-MEDIASOLUSISUKSES-AS-ID,Karawang,Asia,AS,Indonesia,ID,,False,PT Media Solusi Sukses,-6.30525,107.32,False,PT Media Solusi Sukses,False,West Java,success,Asia/Jakarta,,1786261796,1786705383.338,1111,http,103.172.42.37:1111,False,10003.449201584,1412,3027,31.80896598333,103.172.42.37
True,1786705314.951,transparent,6243.0750501223,1770632223.4564,AS139008 NEEF IT LIMITED,NEEFIT-AS-AP,Kishorganj,Asia,AS,Bangladesh,BD,,False,Neef IT Limited,24.3408,90.7606,False,NEEFIT,True,Dhaka Division,success,Asia/Dhaka,2300,1786355011,1786705383.3311,8090,http,103.138.145.130:8090,False,2577.6884555817,23429,158513,12.877180639984,103.138.145.130
True,1786704378.8693,elite,5055.693008045,1785892820.7073,AS213887 WAIcore Ltd,WAICORE-LTD,Frankfurt am Main,Europe,EU,Germany,DE,Innenstadt I,False,WAIcore Ltd,50.1154,8.68058,False,WAIcore Ltd,True,Hesse,success,Europe/Berlin,60313,1786495074,1786705383.2525,18443,http,95.85.233.144:18443,True,5330.4286003113,11351,1736,86.734927790938,95.85.233.144
True,1786705383.2379,transparent,5512.5873816807,1784879739.7241,AS141929 PT Daniswara Citra Informatika,IDNIC-DCITY-AS-ID,Jekulo,Asia,AS,Indonesia,ID,,False,PT Daniswara Citra Informatika,-6.8057,110.926,False,PT Daniswara Citra Informatika,True,Central Java,success,Asia/Jakarta,,1786693680,1786705383.2379,3125,http,103.166.33.89:3125,False,4547.3537445068,3620,11869,23.371424882174,103.166.33.89
True,1786702594.9122,elite,3876.902946633,1751166421.4611,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Brussels,Europe,EU,Belgium,BE,,True,Google LLC,50.9009,4.4855,False,Google Cloud (europe-west1),True,Brussels Capital,success,Europe/Brussels,1930,1786357415,1786705383.2269,80,http,34.140.137.151:80,False,2543.9605712891,120874,67915,64.025976089709,34.140.137.151
True,1786705383.2258,elite,6152.3195945285,1780624822.8746,AS14593 Space Exploration Technologies Corporation,SPACEX-STARLINK,Lagos,Africa,AF,Nigeria,NG,,False,Space Exploration Technologies Corporation,6.5243,3.3792,False,SpaceX Starlink,True,Lagos,success,Africa/Lagos,,1786673078,1786705383.2258,8080,http,143.105.102.145:8080,False,6187.7462863922,15311,42256,26.59683499227,143.105.102.145
True,1786704406.5495,elite,4383.310019989,1783542858.4261,AS134420 Chongqing Telecom,CHINATELECOM-Chongqing-IDC,Chongqing,Asia,AS,China,CN,,False,Chongqing Telecom,29.5689,106.5577,False,Chinanet CQ,True,Chongqing,success,Asia/Shanghai,,1786565229,1786705383.2199,18255,http,113.249.103.136:18255,True,2395.2367305756,37565,6574,85.106141960624,113.249.103.136
True,1786705383.1323,transparent,11660.773885408,1786418702.2108,AS154401 PT Sahabat Internet Nusantara,IDNIC-SAHABATNET-ID,Rantauprapat,Asia,AS,Indonesia,ID,,False,PT Sahabat Internet Nusantara,2.1503,99.7827,False,Indonesia Network Information Center,True,North Sumatra,success,Asia/Jakarta,21412,1786416095,1786705383.1323,3125,http,144.79.34.241:3125,False,20537.701368332,227,2178,9.4386694386694,144.79.34.241
True,1786705340.6899,elite,9010.9234542424,1786677161.3704,AS3216 PJSC Vimpelcom,SOVAM-AS,Moscow,Europe,EU,Russia,RU,,False,"PJSC ""Vimpelcom""",55.7565,37.6997,False,SOVAMTelePort Static,True,Moscow,success,Asia/Krasnoyarsk,,1786674632,1786705382.6569,8888,http,194.186.246.22:8888,True,9482.7265739441,273,63,81.25,194.186.246.22
True,1786705382.6157,transparent,6912.7073395506,1741233050.3354,AS141078 PT Amanna Media Link,AMANNA-AS-ID,Sukoharjo,Asia,AS,Indonesia,ID,,False,AMANNA,-7.9826,112.6308,False,,True,East Java,success,Asia/Jakarta,57551,1786353961,1786705382.6157,8080,http,103.155.246.42:8080,False,3367.4445152283,15409,157801,8.8961376363951,103.155.246.42
True,1786705382.53,transparent,5349.0280781736,1785738868.6154,AS152783 PT ASTI DIGITAL INDONESIA,IDNIC-ASTIDIGITAL-ID,Cikarang,Asia,AS,Indonesia,ID,,False,PT ASTI DIGITAL INDONESIA,-6.26111,107.153,False,PT ASTI DIGITAL INDONESIA,False,West Java,success,Asia/Jakarta,,1786341297,1786705382.53,1080,http,160.20.128.239:1080,False,2371.6611862183,1556,7192,17.786922725194,160.20.128.239
True,1786705382.5107,transparent,5640.4148520335,1782534065.5122,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Weleri,Asia,AS,Indonesia,ID,,False,PT.Global Media Data Prima,-6.9713,110.067,False,CV Mars Data,True,Central Java,success,Asia/Jakarta,,1786162555,1786705382.5107,7777,http,113.192.48.195:7777,False,3943.439245224,10763,28888,27.144334316915,113.192.48.195
True,1786705382.5046,transparent,5933.4431157029,1765972288.8531,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Batam,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,1.1425,104.0125,False,PT Jaringan Kabel Nusantara,True,Riau Islands,success,Asia/Jakarta,29444,1786552282,1786705382.5046,8181,http,103.193.145.185:8181,True,5104.3560504913,46205,273633,14.446375977839,103.193.145.185
True,1786705381.1529,transparent,5686.6230812649,1784336706.822,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Cilegon,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,-6.0144,106.054,False,PT Lintas Jaringan Indonesia,True,Banten,success,Asia/Jakarta,,1786148340,1786705381.1529,8080,http,103.156.15.46:8080,True,1537.9810333252,5961,15216,28.148462955093,103.156.15.46
True,1786705380.2449,transparent,5614.5934422322,1764172891.491,AS50716 Telecom.ru Ltd,TELECOMRUNET,Ulyanovsk,Europe,EU,Russia,RU,,False,JSC Telecom.ru,54.3307,48.3888,False,Telecom.ru Ltd,True,Ulyanovsk Oblast,success,Europe/Ulyanovsk,432000,1786553211,1786705380.2449,8080,http,87.76.1.80:8080,False,3279.2210578918,34468,286224,10.748007433924,87.76.1.80
True,1786705379.7208,transparent,7084.0958466227,1762090074.0616,AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.,highspeed,Antakya,Asia,AS,Türkiye,TR,,False,High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.,36.2054,36.1617,False,HighSpeedTelekomunikasyon,True,Hatay,success,Europe/Istanbul,31030,1786434214,1786705379.7208,8080,http,194.124.36.130:8080,True,4760.4873180389,18685,102856,15.373413086942,194.124.36.130
True,1786705379.6676,transparent,5593.0978021081,1785259500.9365,AS131706 PT SELARAS CITRA TERABIT,TERABIT-AS-ID,Sleman,Asia,AS,Indonesia,ID,,False,PT SELARAS CITRA TERABIT,-7.7549,110.2909,False,,True,Yogyakarta,success,Asia/Jakarta,55551,1786466967,1786705379.6676,8080,http,121.101.134.181:8080,False,4238.3413314819,3298,9744,25.287532587027,121.101.134.181
True,1786705379.5912,transparent,6069.0792985483,1782533968.7207,AS329261 NEXT THING NETWORKS Limited,NEXT-THING-NETWORKS-LTD,Nairobi,Africa,AF,Kenya,KE,,False,NEXT THING NETWORKS Limited,-1.2841,36.8155,False,Mlg1,True,Nairobi County,success,Africa/Nairobi,00100,1786162727,1786705379.5912,8080,http,102.213.179.210:8080,False,10659.801006317,11047,28673,27.81218529708,102.213.179.210
True,1786705379.3322,elite,5867.261099337,1785999253.5702,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,South Korea,KR,,True,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,False,Alibaba.com LLC,False,Seoul,success,Asia/Seoul,04524,1786601010,1786705379.3322,8899,http,43.108.35.203:8899,False,2314.1293525696,947,5278,15.212851405622,43.108.35.203
True,1786705378.8764,transparent,5030.0851396165,1785840359.2164,AS15704 XTRA TELECOM S.A.,AS15704,Sant Climent de Llobregat,Europe,EU,Spain,ES,,False,Xtra Telecom S.A.,41.3344,2.0052,False,Euskaltel CM,False,Catalonia,success,Europe/Madrid,08849,1786441499,1786705378.8764,8080,http,85.87.180.159:8080,False,7450.0231742859,2538,6058,29.525360632852,85.87.180.159
True,1786705378.7505,transparent,5761.284430296,1784417064.8337,AS270075 SUPER REDES S.A.S,SUPER REDES S.A.S,Pereira,South America,SA,Colombia,CO,,False,Super Redes,4.8142,-75.6946,False,Super Redes,True,Risaralda Department,success,America/Bogota,660000,1786231572,1786705378.7505,999,http,38.19.43.44:999,False,9569.7479248047,2570,15747,14.030681880221,38.19.43.44
True,1786705377.8614,transparent,6079.5233888633,1784525604.3419,AS146954 IMJWANKLIK INTERNET COMMUNICATION SERVICES,IICS-AS-AP,Quezon City,Asia,AS,Philippines,PH,,False,Imjwanklik Internet Communication Services,14.6475,121.0494,False,Imjwanklik Internet Communication Services,True,Metro Manila,success,Asia/Manila,1100,1786336749,1786705377.8614,8081,http,103.25.220.10:8081,False,1375.1668930054,2944,14729,16.658179143326,103.25.220.10
True,1786705377.5073,transparent,5719.7325173788,1784701841.0623,AS136708 F2h Networks Pvt Ltd,KSSTAR-AS,Chennai,Asia,AS,India,IN,,False,F2h Networks Pvt Ltd,13.0895,80.2739,False,F2h Networks Pvt Ltd,True,Tamil Nadu,success,Asia/Kolkata,600001,1786514890,1786705377.5073,8080,http,103.103.8.222:8080,False,3347.5012779236,4995,12773,28.112336785232,103.103.8.222
True,1786705377.4552,elite,5445.8076940183,1779117049.5788,"AS34700 MAXNET TELECOM, LTD",CITYNET-AS,Kharkiv,Europe,EU,Ukraine,UA,,False,Maxnet LLC,49.982,36.2566,False,Maxnet LLC,False,Kharkiv Oblast,success,Europe/Kyiv,61000,1786359775,1786705377.4552,33761,http,31.202.49.61:33761,False,1302.1931648254,14614,44146,24.870660313138,31.202.49.61
True,1786705377.4486,transparent,6069.8463080066,1777848103.7474,AS140031 PT Mandala Lintas Nusa,MYNUSA-ID,Medan,Asia,AS,Indonesia,ID,,False,PT Mandala Lintas Nusa,3.5756,98.678,False,Nusanet Lmpg,True,North Sumatra,success,Asia/Jakarta,20152,1786315421,1786705377.4486,6060,http,110.232.85.86:6060,False,2016.3042545319,21902,57053,27.739851814325,110.232.85.86
True,1786705377.4065,transparent,5338.7144301633,1774666324.8861,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Kilis,Asia,AS,Turkey,TR,,False,High Speed For Internet Services L.L.C,36.7165,37.1147,False,Guneydogu Telekom Int. Bil. VE Ilt. Hiz. Tic. Ltd. STI,True,Kilis,success,Europe/Istanbul,79000,1786159828,1786705377.4065,8080,http,188.132.150.48:8080,False,7292.0808792114,27195,109744,19.85920738431,188.132.150.48
True,1786705377.4049,transparent,5787.3138774968,1782136812.7798,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Quezon City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,14.6263,121.0399,False,Philippine Long Distance Telephone Co.,True,Metro Manila,success,Asia/Manila,1103,1786367556,1786705377.4049,6040,http,115.147.254.250:6040,False,13957.685470581,10381,32070,24.45407646463,115.147.254.250
True,1786705377.3772,transparent,5204.2517628641,1782268006.6785,AS328539 Giga for Telecommunication and Technology Limited,Giga-Communication,Tājūrā’,Africa,AF,Libya,LY,,False,Cogent Communications,32.8817,13.3506,False,Giga Telecommunication and Technology Limited,True,Tripoli,success,Africa/Tripoli,,1786501513,1786705377.3772,19000,http,38.252.34.16:19000,False,3245.765209198,9706,28524,25.388438399163,38.252.34.16
True,1786705377.3744,transparent,6494.2547996032,1750615166.1679,AS263127 Redes y Comunicaciones de Michoacan S.A. de C.V.,Redes y Comunicaciones de Michoacan S.A. de C.V.,Morelia,North America,,Mexico,MX,,False,Redes y Comunicaciones de Michoacan S.A. de C.V.,19.6648,-101.2796,False,Redes y Comunicaciones de Michoacan S.A. de C.V,True,Michoacán,success,America/Mexico_City,58056,1786667497,1786705377.3744,20185,http,207.248.108.129:20185,True,7185.5092048645,36295,279363,11.498203752162,207.248.108.129
True,1786705377.365,transparent,6480.2423164248,1742372299.7331,AS149360 PT Indo Telemedia Solusi,IDNIC-INTELMEDIA-AS-ID,Subang,Asia,AS,Indonesia,ID,,False,PT Indo Telemedia Solusi,-6.57,107.757,False,PT. SMART COMPUTER SERVICE,True,West Java,success,Asia/Jakarta,,1786531834,1786705377.365,8080,http,160.19.18.209:8080,True,1514.8952007294,43912,481896,8.3513373702949,160.19.18.209
True,1786705377.2769,transparent,5589.5439734723,1783170220.4544,AS134806 Skyview Online Ltd,SKYVIEWONLINE-AS-AP,Green Model Town,Asia,AS,Bangladesh,BD,,False,Skyview Online Ltd,23.7283,90.4518,False,Skyview Online Limited,True,Dhaka Division,success,Asia/Dhaka,1232,1786190944,1786705377.2769,8090,http,103.126.217.137:8090,False,10814.471960068,6454,24603,20.78114434749,103.126.217.137
True,1786705377.2638,transparent,5591.3777687242,1786256326.4894,AS135607 Infinivan Incorporated,INFINIVAN-AS-AP,Manila,Asia,AS,Philippines,PH,,False,Infinivan Incorporated,14.5413,121.0184,False,Infinivan Wholesale,True,Metro Manila,success,Asia/Manila,1229,1786255579,1786705377.2638,5050,http,126.209.105.226:5050,False,3818.5727596283,1080,3275,24.799081515499,126.209.105.226
True,1786705213.7653,elite,4562.888919469,1750602584.2846,AS47196 Garant Park Internet,Garant-Park-Internet,Moscow,Europe,EU,Russia,RU,,True,Garant-Park-Internet Ltd,55.7521,37.6665,False,GPI,True,Moscow,success,Asia/Krasnoyarsk,101194,1786358889,1786705376.253,12880,http,46.173.211.221:12880,False,237.7758026123,18419,186765,8.9768208047411,46.173.211.221
True,1786705363.8978,transparent,12391.945445363,1782730805.9834,AS16276 OVH SAS,OVH,Strasbourg,Europe,EU,France,FR,,True,OVH SAS,48.5734,7.75211,False,OVH,True,Grand Est,success,Europe/Paris,67000,1786359504,1786705373.7682,3128,http,54.38.35.209:3128,False,11498.688697815,10442,25602,28.970147597381,54.38.35.209
True,1786705373.1939,transparent,7748.1030442885,1786042901.5097,AS272138 RENOCA GROUP SRL,RENOCA GROUP SRL,Armenia,South America,SA,Colombia,CO,,False,Cogent Communications,4.53656,-75.6726,False,Conexion Comercializacion De Servicios De Telecomunicaciones Empalmeria Y Construccion De Redes HFC Del SUR Colombia,False,Quindío Department,success,America/Bogota,630003,1786646169,1786705373.1939,999,http,38.199.26.60:999,False,2504.6393871307,560,5046,9.9892971815912,38.199.26.60
True,1786705373.162,elite,7868.7918272259,1710545598.0885,AS3462 Data Communication Business Group,HINET,Bali,Asia,AS,Taiwan,TW,,False,"Chunghwa Telecom Co., Ltd.",25.15,121.3989,False,Chunghwa Telecom Co. Ltd.,True,New Taipei City,success,Asia/Taipei,,1786498602,1786705373.162,60808,http,210.61.216.63:60808,False,9770.8594799042,55522,948522,5.5298373378059,210.61.216.63
True,1786705372.9129,transparent,6321.7681179577,1750610135.2865,AS140457 PT Ikhlas Cipta Teknologi,IMEDIANET-AS-ID,Wonoharjo,Asia,AS,Indonesia,ID,,False,PT Ikhlas Cipta Teknologi,-7.6764,108.632,False,Imedianet,True,West Java,success,Asia/Jakarta,,1786115667,1786705372.9129,8181,http,103.153.62.242:8181,True,8315.577507019,22857,96343,19.17533557047,103.153.62.242
True,1786705372.5369,transparent,5842.639411281,1786308241.1652,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,-6.2208,106.8403,False,PT Lintas Jaringan Nasional,True,Jakarta,success,Asia/Jakarta,12850,1786307310,1786705372.5369,3125,http,103.155.198.138:3125,False,7659.8560810089,1002,2831,26.141403600313,103.155.198.138
True,1786705372.524,anonymous,5220.0121541703,1780310337.2831,AS269832 MDS TELECOM C.A.,MDS TELECOM C.A.,Mérida,South America,SA,Venezuela,VE,,False,MDS TELECOM C.A.,8.5859,-71.1629,False,,True,Mérida,success,America/Caracas,5115,1786356822,1786705372.524,999,http,38.41.0.116:999,True,7666.6333675385,14883,43591,25.452337791155,38.41.0.116
True,1786705372.4977,transparent,7157.0628168032,1737177830.1654,AS328471 HERO TELECOMS (PTY) LTD,Hero-Telecoms,Hoedspruit,Africa,AF,South Africa,ZA,,False,Herotel,-24.3486,30.9694,False,,True,Limpopo,success,Africa/Johannesburg,1371,1786429894,1786705372.4977,8865,http,102.66.104.162:8865,False,9200.2184391022,35105,321063,9.8563037667618,102.66.104.162
True,1786705372.4693,transparent,6191.497759174,1733589480.3097,AS141921 PT Jaringan Keluarga Bersama,IDNIC-ISEVEN-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,False,PT Jaringan Keluarga Bersama,-6.17806,106.63,False,PT Jaringan Keluarga Bersama,True,Banten,success,Asia/Jakarta,,1786498436,1786705372.4693,2016,http,103.165.155.22:2016,False,3482.3620319366,52655,590070,8.1924617838111,103.165.155.22
True,1786705372.205,transparent,7135.9815472015,1768532054.6902,AS136384 Optix Pakistan (Pvt.) Limited,OPTIX-AS-AP,Lahore,Asia,AS,Pakistan,PK,,False,Optix Pakistan (Pvt.) Limited,31.5826,74.3276,False,Optix Pakistan (Pvt.) Limited,True,Punjab,success,Asia/Karachi,54000,1786376313,1786705372.205,8080,http,202.165.232.238:8080,False,11126.658916473,24904,72156,25.658355656295,202.165.232.238
True,1786705371.9493,transparent,6567.3728340116,1775014796.5624,AS7565 BDCOM,BDCOM-BD,Rajshahi,Asia,AS,Bangladesh,BD,,False,BDCOM Online Limited,24.3633,88.6072,False,BDCOM Online Limited,True,Rajshahi Division,success,Asia/Dhaka,6100,1786429828,1786705371.9493,43969,http,113.11.64.19:43969,True,3665.5287742615,4620,44160,9.4710947109471,113.11.64.19
True,1786705371.8724,transparent,7146.0206258169,1773919952.0673,AS263703 VIGINET C.A,VIGINET C.A,Timotes,South America,SA,Venezuela,VE,,False,Viginet C.A,8.98224,-70.7393,False,Viginet C.A,False,Mérida,success,America/Caracas,,1786622448,1786705371.8724,999,http,190.97.239.22:999,True,3091.0751819611,26894,133020,16.81778956189,190.97.239.22
True,1786705371.6128,transparent,5728.4572730513,1753100431.5663,"AS271819 RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L","RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L",Santiago de los Caballeros,North America,,Dominican Republic,DO,,False,"RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L",19.4857,-70.7362,False,"RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L",True,Santiago Province,success,America/Santo_Domingo,11403,1786356856,1786705371.6128,999,http,170.80.203.28:999,False,359.15040969849,17310,344366,4.7860516041982,170.80.203.28
True,1786705371.4654,transparent,5672.2358154357,1754622532.7143,AS141065 PT Arozak Bima Yudho Sangkara,IDNIC-ABYSNET-AS-ID,Karawang,Asia,AS,Indonesia,ID,,False,PT Arozak Bima Yudho Sangkara,-6.30525,107.32,False,PT Arozak Bima Yudho Sangkara,False,West Java,success,Asia/Jakarta,,1786590889,1786705371.4654,8299,http,103.155.168.201:8299,False,3549.9832630157,4721,60813,7.2038941618091,103.155.168.201
True,1786705371.0409,transparent,5465.4978850889,1766931198.8092,AS37284 Aljeel Aljadeed For Technology,Aljeel-net,Tripoli,Africa,AF,Libya,LY,,False,Aljeel Aljadeed For Technology,32.8908,13.1796,False,Aljeel Aljadeed Technology,True,Tripoli,success,Africa/Tripoli,,1786287402,1786705371.0409,9999,http,165.16.2.234:9999,True,7464.1487598419,34148,273426,11.102368860827,165.16.2.234
True,1786705370.877,transparent,10528.501523539,1762765881.1767,AS31898 Oracle Corporation,ORACLE-BMC-31898,Chuncheon,Asia,AS,South Korea,KR,,True,Oracle Corporation,37.8897,127.736,False,Oracle Cloud Infrastructure (ap-chuncheon-1),True,Gangwon-do,success,Asia/Seoul,24329,1786372540,1786705370.877,8081,http,140.245.66.105:8081,False,13525.177955627,38949,276382,12.351782729893,140.245.66.105
True,1786705370.5361,transparent,7639.8456884524,1781079372.6247,AS270186 Jorge Luis Torres Fernandez,Jorge Luis Torres Fernandez,Uruapan,North America,,Mexico,MX,,False,Jorge Luis Torres Fernandez,19.3788,-102.083,False,Jorge Luis Torres Fernandez,True,Michoacán,success,America/Mexico_City,60000,1786519653,1786705370.5361,999,http,148.224.14.254:999,False,7690.1037693024,5103,42149,10.799542876492,148.224.14.254
True,1786705370.3535,transparent,6190.9200664525,1750659681.6939,"AS262916 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V.",San Felipe,North America,,Mexico,MX,,False,"Mega Cable, S.A. de C.V.",21.4685,-101.2179,False,"Mega Cable, S.A. de C.V",True,Guanajuato,success,America/Mexico_City,37600,1786143793,1786705370.3535,999,http,200.92.201.126:999,False,3505.6645870209,16773,127255,11.645652234288,200.92.201.126
True,1786705369.6775,elite,8067.8251178748,1710542908.1053,AS3462 Data Communication Business Group,HINET,Taipei,Asia,AS,Taiwan,TW,,False,"Chunghwa Telecom Co., Ltd.",25.053,121.5259,False,Chunghwa Telecom Co. Ltd.,True,Taipei City,success,Asia/Taipei,,1786552410,1786705369.6775,58837,http,118.163.120.181:58837,False,11286.459922791,49429,941204,4.9896379385706,118.163.120.181
True,1786705369.5816,transparent,5803.3495827415,1782410404.5001,AS28447 ONFIBER SA DE CV,ONFIBER SA DE CV,San Francisco de los Romo,North America,,Mexico,MX,,True,Onfiber SA De CV,21.9483,-102.2721,False,Onfiber SA De CV,True,Aguascalientes,success,America/Mexico_City,20358,1786641613,1786705369.5816,999,http,203.142.5.91:999,True,7576.3492584229,12540,29160,30.071942446043,203.142.5.91
True,1786705369.1129,elite,6168.6832655424,1762350386.5282,AS263025 ISPTEC Sistemas de Comunicação Eireli,ISPTEC Sistemas de Comunicação Eireli,Campina Grande,South America,SA,Brazil,BR,,False,ISPTEC Sistemas de Comunicação Eireli,-7.2782,-35.9763,False,Mercadinho Provisao Ltda,True,Paraíba,success,America/Fortaleza,58100,1786373618,1786705369.1129,35452,http,177.10.202.115:35452,False,9795.1791286469,23816,80987,22.724540328044,177.10.202.115
True,1786705368.8669,transparent,5626.3712639829,1750610204.2183,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Ungaran,Asia,AS,Indonesia,ID,,False,Global Media Data Prima,-7.13972,110.405,False,,True,Central Java,success,Asia/Jakarta,,1786311059,1786705368.8669,8080,http,103.124.138.149:8080,False,9187.9804134369,21089,88666,19.214614368366,103.124.138.149
True,1786705367.8978,transparent,6960.5169394245,1786600427.9238,AS150572 Nettvox Private Limited,NETTVOX-AS-IN,Hinjawadi,Asia,AS,India,IN,,False,Nettvox Private Limited,18.5934,73.7299,False,NIXI,False,Maharashtra,success,Asia/Kolkata,,1786597332,1786705367.8978,82,http,103.49.166.177:82,False,15124.445915222,147,766,16.100766703176,103.49.166.177
True,1786705367.6351,transparent,6802.271135406,1710577962.9016,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Purworejo,Asia,AS,Indonesia,ID,,False,Global Media Data Prima,-7.71139,110.01,False,,True,Central Java,success,Asia/Jakarta,,1786373430,1786705367.6351,20,http,103.124.137.150:20,False,9254.3606758118,56800,607915,8.5450155329728,103.124.137.150
True,1786705367.5182,transparent,6056.7769627849,1783535429.3396,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.,Bogotá,South America,SA,Colombia,CO,,False,Telmex Colombia S.A.,4.5925,-74.1175,False,Telmex Colombia S.A.,True,Bogota D.C.,success,America/Bogota,111811,1786558028,1786705367.5182,8080,http,186.144.154.12:8080,False,10842.815637589,9470,20469,31.630982998764,186.144.154.12
True,1786705367.4657,transparent,6311.7324150886,1750609433.188,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Quito,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-0.2309,-78.5211,False,,True,Pichincha,success,America/Guayaquil,,1786550128,1786705367.4657,999,http,177.234.217.236:999,True,4086.4408016205,109270,231614,32.054892573427,177.234.217.236
True,1786705365.8319,transparent,6173.6332572836,1763625964.2868,AS45804 MEGHBELA BROADBAND,MEGHBELA-IN,Debra,Asia,AS,India,IN,,False,Meghbela Cable & Broadband Services (P) Ltd,22.3933,87.5613,False,Aditya Broadband Services Pvt Ltd,True,West Bengal,success,Asia/Kolkata,721126,1786362948,1786705366.653,8080,http,103.70.44.6:8080,False,3424.5498180389,24949,100125,19.947391144442,103.70.44.6
True,1786705366.4007,transparent,5754.4129759073,1785550676.6409,AS142386 PT JARINGAN LINTAS ARTHA,AZNET-ID,Jatiroto,Asia,AS,Indonesia,ID,,False,PT Jaringan Lintas Artha,-7.88333,111.117,False,,False,Central Java,success,Asia/Jakarta,,1786153705,1786705366.4007,8080,http,45.198.10.39:8080,False,2924.0779876709,1841,8391,17.992572322127,45.198.10.39
True,1786705356.6356,transparent,6118.1257565138,1767121880.6288,AS133271 Willaegis Online Private Limited,WILLOPL-AS-IN,Hyderabad,Asia,AS,India,IN,,False,Willaegis Online Private Limited,17.3843,78.4583,False,Vcitynet(Opc) Pvt Ltd.,True,Telangana,success,Asia/Kolkata,500001,1786356865,1786705365.3488,83,http,103.158.242.62:83,False,13951.616287231,8206,38919,17.413262599469,103.158.242.62
True,1786705365.2729,transparent,5215.502698293,1775654390.2019,AS37284 Aljeel Aljadeed For Technology,Aljeel-net,Tripoli,Africa,AF,Libya,LY,,False,Aljeel Aljadeed For Technology,32.8908,13.1796,False,Aljeel Aljadeed Technology,True,Tripoli,success,Africa/Tripoli,,1786546287,1786705365.2729,8080,http,165.16.58.131:8080,False,3711.3084793091,26559,79975,24.930069273659,165.16.58.131
True,1786705365.2595,transparent,6568.1002148728,1733258508.8841,AS52871 TASCOM TELECOMUNICAÇÕES LTDA,TASCOM TELECOMUNICAÇÕES LTDA,Salvador,South America,SA,Brazil,BR,,False,TASCOM TELECOMUNICAÇÕES LTDA,-12.8665,-38.4858,False,Edicarlos Cruz da Costa,True,Bahia,success,America/Bahia,40000,1786499444,1786705365.2595,54443,http,177.136.44.194:54443,False,1830.4507732391,31581,595752,5.0341684559875,177.136.44.194
